id,name__nn,name__en,name__se,name__es,name__de,name__fr,name__nb,name__eo,name__nl,name__da,name__sv,name__hu,name,wikipedia__da,wikipedia__en,wikipedia__nn,wikipedia__no,wikipedia__se,image,gender,birth_date,identifier__freebase,given_name,identifier__storting,original_wikiname,death_date,wikipedia__de,wikipedia__sv,name__lb,name__zh,name__eu,name__pl,name__qu,name__ta,name__af,name__oc,name__ms,name__sw,name__et,name__el,name__bcl,name__ga,name__ar,name__pt,name__is,name__ru,name__sr,name__tr,name__fi,name__uk,name__be_tarask,name__io,name__kk,name__an,name__ko,name__he,name__be,name__yo,name__lv,name__it,name__gl,name__id,name__ja,name__vi,name__sh,name__ku,name__ro,name__ca,name__la,name__fo,name__cs,name__mr,name__bg,name__fa,name__lt,name__pt_br,name__lmo,name__en_gb,name__ka,name__sco,name__ml,name__hi,name__az,name__br,name__ie,name__hy,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fawikiquote,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__ga,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kk,wikipedia__ko,wikipedia__ku,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nowikiquote,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sw,wikipedia__ta,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__BIBSYS,identifier__NNDB,identifier__Munzinger,identifier__GTAA,identifier__parlement,twitter,facebook,identifier__FAST,name__bs,wikipedia__bswikiquote,name__nds,name__cy,identifier__OLID,identifier__polsys,name__ceb,name__hr,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__vec,name__wa,name__gsw,website,identifier__wikitree,identifier__N6I,wikipedia__nowikisource,identifier__NTA,family_name,name__mg,wikipedia__mg,noble_title,identifier__bigenc_ru,identifier__PACE,identifier__CERL,name__ast,name__bar,name__bm,name__co,name__de_at,name__de_ch,name__en_ca,name__frc,name__frp,name__fur,name__gd,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sr_el,name__vls,name__vmf,name__vo,name__wo,name__zu,name__bn,name__mk,name__pdc,wikipedia__ast,wikipedia__bn,wikipedia__sk,identifier__NSK,name__ur,wikipedia__nnwikiquote,wikipedia__ur,identifier__NLAtrove,name__zh_hant,name__zh_cn,identifier__GNC,wikipedia__enwikisource,name__ty,name__sr_ec,name__diq,identifier__MusicBrainz,identifier__NKC,identifier__AlloCine,identifier__SFDb,identifier__kinopoisk,identifier__TED,identifier__Gutenberg,wikipedia__species,wikipedia__hy,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,identifier__Britannica,name__war,name__new,name__sa,wikipedia__new,wikipedia__ptwikiquote,wikipedia__sa,wikipedia__war,identifier__NLI,identifier__NPG,name__vep,wikipedia__vep,name__tl,name__ku_arab,name__ku_latn,name__ne,wikipedia__cy,wikipedia__eswikiquote,wikipedia__frwikiquote,wikipedia__hr,wikipedia__ia,wikipedia__sl,wikipedia__slwikiquote,wikipedia__tl,identifier__NDL,identifier__NLA,name__szl,wikipedia__szl,name__fit,name__kl,wikipedia__nds,wikipedia__sq,identifier__NUKAT,name__ch,name__jv,name__my,name__te,name__zh_mo,name__zh_my,name__th,name__arz,name__pa,wikipedia__arz,wikipedia__bs,wikipedia__jv,wikipedia__my,wikipedia__ne,wikipedia__pa,wikipedia__te,wikipedia__th,identifier__SELIBR,wikipedia__bar,name__frr,name__fy,name__hsb,name__dsb,name__eml,name__as,name__lad,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__bi,name__bjn,name__brh,name__cbk_zam,name__cdo,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__dtp,name__ee,name__ext,name__ff,name__fj,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_cans,name__ike_latn,name__ilo,name__iu,name__jbo,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_kz,name__kk_tr,name__kr,name__krj,name__ksh,name__lg,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mt,name__mus,name__mwl,name__na,name__nah,name__ng,name__nl_informal,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdt,name__pfl,name__pih,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq,name__ruq_latn,name__rw,name__sat,name__sdc,name__sei,name__sg,name__sgs,name__shi,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__srn,name__st,name__stq,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__tokipona,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ug_latn,name__uz,name__ve,name__vot,name__xh,name__za,name__zea,occupation,wikipedia__hsb,identifier__ne_se,name__tt,identifier__snac,name__sje,name__smj,wikipedia__zh_min_nan,name__ace,name__egl,name__gv,name__hil,name__su,name__nan,identifier__quora,identifier__persee,wikipedia__itwikiquote,wikipedia__dewikinews,wikipedia__mai,electoral_district,name__mai,identifier__google_knowledge,wikipedia__hrwikiquote,weblog,identifier__NLP,identifier__zbMATH,identifier__CONOR,wikipedia__zh_yue,wikipedia__mk,wikipedia__uz,name__lfn,name__yue,married_name,wikipedia__wuu,name__wuu,instagram,email,identifier__BNE,wikipedia__azb,identifier__LNB,identifier__MGP,name__ps,name__lzh,identifier__nlg,name__azb,name__no,identifier__DBNL,identifier__SBN_it,identifier__elonet,identifier__DNF,identifier__PORT,identifier__allmovie
Q7082875,Ola Olsen,Ola Olsen,Ola Olsen,,Ola Olsen,Ola Olsen,Ola Olsen,,Ola Olsen,Ola Olsen,Ola Olsen,,Ola Olsen,,Ola Olsen,Ola Olsen,,,,male,1891-10-25,,Ola,OLOL,,1973-04-13,,,,,,,,,,,,Ola Olsen,,,,,,,Ola Olsen,Ола Олсен,,,,,,,,,,,,,,Ola Olsen,,,,,,,,,,Ola Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613,,,,,,Ola Olsen,,,,,,,,,,Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ola Olsen,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ola Olsen,Ola Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7082880,Ola S. Apeland,Ola S. Apeland,Ola S. Apeland,,,Ola S. Apeland,Ola S. Apeland,,Ola S. Apeland,Ola S. Apeland,Ola S. Apeland,,Ola S. Apeland,,Ola S. Apeland,,,,,male,1964-05-14,,Ola,OSA,,,,,,,,,,,,,,Ola S. Apeland,,,,,,,Ola S. Apeland,,,,,,,,,,,,,,,,,,,,,,,,,Ola S. Apeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2217,,,,,,Ola S. Apeland,,,,,,,,,,Apeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ola S. Apeland,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ola S. Apeland,Ola S. Apeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7082929,Olaf Aurdal,Olaf Aurdal,Olaf Aurdal,Olaf Aurdal,Olaf Aurdal,Olaf Aurdal,Olaf Aurdal,,Olaf Aurdal,Olaf Aurdal,Olaf Aurdal,Olaf Aurdal,Olaf Aurdal,,Olaf Aurdal,,Olaf Aurdal,,,male,1939-04-14,,Olaf,OLAU,,,,,,,,,,,,,,Olaf Aurdal,,,,,,,Olaf Aurdal,,,,,,,,,,,,,,,Olaf Aurdal,,,,,,,,,,Olaf Aurdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 6412 1015,226507763,,,,,,6017536,,,,,,,,,,,,,1314,,,,,,Olaf Aurdal,,,,,,,,,,Aurdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olaf Aurdal,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Olaf Aurdal,Olaf Aurdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7083024,Olaf Øen,Olaf Øen,Olaf Øen,Olaf Øen,Olaf Øen,Olaf Øen,Olaf Øen,,Olaf Øen,Olaf Øen,Olaf Øen,Olaf Øen,Olaf Øen,,Olaf Øen,Olaf Øen,Olaf Øen,,,male,1925-07-05,,Olaf,OLØE,,2009-01-29,,,,,,,,,,,,Olaf Øen,,,,,,,Olaf Øen,,,,,,,,,,,,,,,,,,,,,,,,,Olaf Øen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,,,,,,Olaf Øen,,,,,,,,,,Øen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olaf Øen,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Olaf Øen,Olaf Øen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7083152,Olav Aslakson Versto,Olav Aslakson Versto,Olav Aslakson Versto,,Olav Aslakson Versto,Olav Aslakson Versto,Olav Aslakson Versto,,Olav Aslakson Versto,Olav Aslakson Versto,Olav Aslakson Versto,,Olav Aslakson Versto,,Olav Aslakson Versto,Olav Versto den eldre,Olav Aslakson Versto,,https://upload.wikimedia.org/wikipedia/commons/c/c9/Stortinget_på_ski_-_L0044_696Fo30141609070135_(cropped).jpg,male,1892-06-22,,Olav,OLVE,,1977-06-13,,,,,,,,,,,,Olav Aslakson Versto,,,,,,,Olav Aslakson Versto,,,,,,,,,,,,,,,,,,,,,,,,,Olav Aslakson Versto,Olav Aslakson Versto,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Olav Aslakson Versto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,,,,,,Olav Aslakson Versto,,,,,,,,,,Versto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olav Aslakson Versto,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Olav Aslakson Versto,Olav Aslakson Versto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7083178,Olav Haukvik,Olav Haukvik,,Olav Haukvik,Olav Haukvik,Olav Haukvik,Olav Haukvik,,Olav Haukvik,Olav Haukvik,Olav Haukvik,Olav Haukvik,Olav Haukvik,,Olav Haukvik,,Olav Haukvik,,,male,1928-06-26,,Olav,OLHU,,1992-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,,,,,,Olav Haukvik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7083191,Olav Marensius Strandås,Olav Marensius Strandås,Olav Marensius Strandås,,Olav Marensius Strandås,Olav Marensius Strandås,Olav Marensius Strandås,,Olav Marensius Strandås,Olav Marensius Strandås,Olav Marensius Strandås,,Olav Marensius Strandås,,Olav Marensius Strandås,,,,,male,1900-03-28,,Olav,OLSD,,1981-01-12,,,,,,,,,,,,Olav Marensius Strandås,,,,,,,Olav Marensius Strandås,,,,,,,,,,,,,,,,,,,,,,,,,Olav Marensius Strandås,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olav Marensius Strandås,,,,,,,,,,Strandås,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olav Marensius Strandås,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Olav Marensius Strandås,Olav Marensius Strandås,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7083212,Olav Carlsen,Olav Carlsen,Olav Carlsen,,Olav Sigurd Carlsen,Olav Sigurd Carlsen,Olav Carlsen,,Olav Sigurd Carlsen,Olav Carlsen,Olav Carlsen,,Olav Carlsen,,Olav Sigurd Carlsen,,Olav Carlsen,,,male,1930-09-07,,Olav,OLCA,,2013-06-14,,,,,,,,,,,,Olav Carlsen,,,,,,,Olav Carlsen,,,,,,,,,,,,,,,Olav Sigurd Carlsen,,,,,,,,,,Olav Carlsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olav Sigurd Carlsen,,,,,,,,Olav Carlsen,,,,,,,,,,Carlsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olav Carlsen,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Olav Carlsen,Olav Carlsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7083221,Olav Svalastog,Olav Svalastog,Olav Svalastog,,Olav Svalastog,Olav Svalastog,Olav Svalastog,,Olav Svalastog,Olav Svalastog,Olav Svalastog,,Olav Svalastog,,Olav Svalastog,,,,,male,1896-07-27,,Olav,OLSV,,1979-10-16,,,,,,,,,,,,Olav Svalastog,,,,,,,Olav Svalastog,,,,,,,,,,,,,,,Olav Svalastog,,,,,,,,,,Olav Svalastog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767,,,,,,Olav Svalastog,,,,,,,,,,Svalastog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olav Svalastog,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Olav Svalastog,Olav Svalastog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7085807,Ole Bergesen,Ole Bergesen,Ole Bergesen,,Ole Bergesen,Ole Bergesen,Ole Bergesen,,Ole Bergesen,Ole Bergesen,Ole Bergesen,,Ole Bergesen,,Ole Bergesen (1916),Sakførar Ole Bergesen,Ole Bergesen (1916–1965),,,male,1916-08-22,,Ole,OLBR,,1965-01-09,,,,,,,,,,,,Ole Bergesen,,,,,,,Ole Bergesen,,,,,,,,,,,,,,,,,,,,,,,,,Ole Bergesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308178044,,,,,,90192691,,,,,,,,,,,,,51,,,,,,Ole Bergesen,,,,,,,,,,Bergesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Bergesen,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ole Bergesen,Ole Bergesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7085844,,Ole H. Løvlien,,,,Ole H. Løvlien,,,Ole H. Løvlien,,,,Ole H. Løvlien,,Ole H. Løvlien,,,,,male,1897-07-05,,Ole,OLLV,,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole H. Løvlien,,,,,,,,,,Løvlien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7085867,Ole Jensen Rong,Ole Jensen Rong,Ole Jensen Rong,Ole Jensen Rong,Ole Jensen Rong,Ole Jensen Rong,Ole Jensen Rong,,Ole Jensen Rong,Ole Jensen Rong,Ole Jensen Rong,Ole Jensen Rong,Ole Jensen Rong,,Ole Jensen Rong,Ole Jensen Rong d.y.,,,,male,1885-11-26,,Ole,OLRN,,1953-07-18,,,,,,,,,,,,Ole Jensen Rong,,,,,,,Ole Jensen Rong,,,,,,,,,,,,,,,,,,,,,,,,,Ole Jensen Rong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,,,,,,Ole Jensen Rong,,,,,,,,,,Rong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Jensen Rong,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ole Jensen Rong,Ole Jensen Rong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7085877,Ole Jørgensen,Ole Jørgensen,Ole Jørgensen,,Ole Jørgensen,Ole Jørgensen,Ole Jørgensen,,Ole Jørgensen,Ole Jørgensen,Ole Jørgensen,,Ole Jørgensen,,Ole Jørgensen,Ole Jørgensen,,,,male,1897-11-13,,Ole,OLJ_O,,1966-07-05,,,,,,,,,,,,Ole Jørgensen,,,,,,,Ole Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,,Ole Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,,,,,,Ole Jørgensen,,,,,,,,,,Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ole Jørgensen,Ole Jørgensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7085879,Ole Klemet Sara,Ole Klemet Sara,Ole Klemet Sara,,Ole Klemet Sara,Ole Klemet Sara,Ole Klemet Sara,,Ole K. Sara,Ole Klemet Sara,Ole Klemet Sara,,Ole Klemet Sara,,Ole K. Sara,,,,,male,1936-05-28,,Ole,OLSR,,2013-04-29,,,,,,,,,,,,Ole Klemet Sara,,,,,,,Ole Klemet Sara,,,,,,,,,,,,,,,,,,,,,,,,,Ole Klemet Sara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 6669 5960,,,,,,,,,,,,,,,,,,Ole Klemet Sara,,2024,,,,,,Ole Klemet Sara,,,,,,,,,,Sara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Klemet Sara,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ole Klemet Sara,Ole Klemet Sara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7086648,Olga Nybø,Olga Nybø,Olga Nybø,,Olga Nybø,Olga Nybø,Olga Nybø,,Olga Nybø,Olga Nybø,Olga Nybø,,Olga Nybø,,Olga Nybø,,,,,female,1930-06-12,,Olga,OLNY,,,,,,,,,,,,,,Olga Nybø,,,,,,,Olga Nybø,,,,,,,,,,,,,,,,,,,,,,,,,Olga Nybø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olga Nybø,,,,,,,,,,Nybø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olga Nybø,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Olga Nybø,Olga Nybø,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
